page cache dropped before each query (6 tries: 1 cold + 5 hot)
starting CedarDB v2026-08-20 (cedardb/cedardb:v2026-08-20)
CedarDB up (PostgreSQL 16.3 compatible CedarDB v2026-08-20, compiled on 2026-08-20, x86_64 build)
=== CREATE tpcds tables ===
=== tpcds: INSERT INTO tpcds.call_center SELECT * FROM '/data/parquet/tpcds/call_center.parquet'; ===
=== tpcds: INSERT INTO tpcds.catalog_page SELECT * FROM '/data/parquet/tpcds/catalog_page.parquet'; ===
=== tpcds: INSERT INTO tpcds.catalog_returns SELECT * FROM '/data/parquet/tpcds/catalog_returns.parquet'; ===
=== tpcds: INSERT INTO tpcds.catalog_sales SELECT * FROM '/data/parquet/tpcds/catalog_sales.parquet'; ===
=== tpcds: INSERT INTO tpcds.customer_address SELECT * FROM '/data/parquet/tpcds/customer_address.parquet'; ===
=== tpcds: INSERT INTO tpcds.customer_demographics SELECT * FROM '/data/parquet/tpcds/customer_demographics.parquet'; ===
=== tpcds: INSERT INTO tpcds.customer SELECT * FROM '/data/parquet/tpcds/customer.parquet'; ===
=== tpcds: INSERT INTO tpcds.date_dim SELECT * FROM '/data/parquet/tpcds/date_dim.parquet'; ===
=== tpcds: INSERT INTO tpcds.household_demographics SELECT * FROM '/data/parquet/tpcds/household_demographics.parquet'; ===
=== tpcds: INSERT INTO tpcds.income_band SELECT * FROM '/data/parquet/tpcds/income_band.parquet'; ===
=== tpcds: INSERT INTO tpcds.inventory SELECT * FROM '/data/parquet/tpcds/inventory.parquet'; ===
=== tpcds: INSERT INTO tpcds.item SELECT * FROM '/data/parquet/tpcds/item.parquet'; ===
=== tpcds: INSERT INTO tpcds.promotion SELECT * FROM '/data/parquet/tpcds/promotion.parquet'; ===
=== tpcds: INSERT INTO tpcds.reason SELECT * FROM '/data/parquet/tpcds/reason.parquet'; ===
=== tpcds: INSERT INTO tpcds.ship_mode SELECT * FROM '/data/parquet/tpcds/ship_mode.parquet'; ===
=== tpcds: INSERT INTO tpcds.store_returns SELECT * FROM '/data/parquet/tpcds/store_returns.parquet'; ===
=== tpcds: INSERT INTO tpcds.store_sales SELECT * FROM '/data/parquet/tpcds/store_sales.parquet'; ===
=== tpcds: INSERT INTO tpcds.store SELECT * FROM '/data/parquet/tpcds/store.parquet'; ===
=== tpcds: INSERT INTO tpcds.time_dim SELECT * FROM '/data/parquet/tpcds/time_dim.parquet'; ===
=== tpcds: INSERT INTO tpcds.warehouse SELECT * FROM '/data/parquet/tpcds/warehouse.parquet'; ===
=== tpcds: INSERT INTO tpcds.web_page SELECT * FROM '/data/parquet/tpcds/web_page.parquet'; ===
=== tpcds: INSERT INTO tpcds.web_returns SELECT * FROM '/data/parquet/tpcds/web_returns.parquet'; ===
=== tpcds: INSERT INTO tpcds.web_sales SELECT * FROM '/data/parquet/tpcds/web_sales.parquet'; ===
=== tpcds: INSERT INTO tpcds.web_site SELECT * FROM '/data/parquet/tpcds/web_site.parquet'; ===
=== ANALYZE tpcds.call_center ===
=== ANALYZE tpcds.catalog_page ===
=== ANALYZE tpcds.catalog_returns ===
=== ANALYZE tpcds.catalog_sales ===
=== ANALYZE tpcds.customer_address ===
=== ANALYZE tpcds.customer_demographics ===
=== ANALYZE tpcds.customer ===
=== ANALYZE tpcds.date_dim ===
=== ANALYZE tpcds.household_demographics ===
=== ANALYZE tpcds.income_band ===
=== ANALYZE tpcds.inventory ===
=== ANALYZE tpcds.item ===
=== ANALYZE tpcds.promotion ===
=== ANALYZE tpcds.reason ===
=== ANALYZE tpcds.ship_mode ===
=== ANALYZE tpcds.store_returns ===
=== ANALYZE tpcds.store_sales ===
=== ANALYZE tpcds.store ===
=== ANALYZE tpcds.time_dim ===
=== ANALYZE tpcds.warehouse ===
=== ANALYZE tpcds.web_page ===
=== ANALYZE tpcds.web_returns ===
=== ANALYZE tpcds.web_sales ===
=== ANALYZE tpcds.web_site ===
statistics on tpcds: 560s
loaded tpcds in 2365s, 58107711488 bytes
benchmarking CedarDB v2026-08-20 (reports PostgreSQL 16.3 compatible CedarDB v2026-08-20, compiled on 2026-08-20, x86_64 build)
=== tpch: not fully loaded; skipping its queries, load time and size ===
=== job: not fully loaded; skipping its queries, load time and size ===
q1 [tpch]: SKIPPED (not loaded); recording null
q2 [tpch]: SKIPPED (not loaded); recording null
q3 [tpch]: SKIPPED (not loaded); recording null
q4 [tpch]: SKIPPED (not loaded); recording null
q5 [tpch]: SKIPPED (not loaded); recording null
q6 [tpch]: SKIPPED (not loaded); recording null
q7 [tpch]: SKIPPED (not loaded); recording null
q8 [tpch]: SKIPPED (not loaded); recording null
q9 [tpch]: SKIPPED (not loaded); recording null
q10 [tpch]: SKIPPED (not loaded); recording null
q11 [tpch]: SKIPPED (not loaded); recording null
q12 [tpch]: SKIPPED (not loaded); recording null
q13 [tpch]: SKIPPED (not loaded); recording null
q14 [tpch]: SKIPPED (not loaded); recording null
q15 [tpch]: SKIPPED (not loaded); recording null
q16 [tpch]: SKIPPED (not loaded); recording null
q17 [tpch]: SKIPPED (not loaded); recording null
q18 [tpch]: SKIPPED (not loaded); recording null
q19 [tpch]: SKIPPED (not loaded); recording null
q20 [tpch]: SKIPPED (not loaded); recording null
q21 [tpch]: SKIPPED (not loaded); recording null
q22 [tpch]: SKIPPED (not loaded); recording null
tpcds q53: cedardb ok, 100 rows
tpcds q54: cedardb ok, 100 rows
tpcds q55: cedardb ok, 100 rows
tpcds q56: cedardb ok, 100 rows
tpcds q57: cedardb ok, 100 rows
tpcds q58: cedardb ok, 100 rows
tpcds q59: cedardb ok, 100 rows
tpcds q60: cedardb ok, 100 rows
tpcds q61: cedardb ok, 100 rows
tpcds q62: cedardb ok, 100 rows
tpcds q63: cedardb ok, 100 rows
tpcds q64: cedardb ok, 100 rows
tpcds q65: cedardb ok, 1 rows
tpcds q66: cedardb ok, 100 rows
tpcds q67: cedardb ok, 100 rows
tpcds q68: cedardb ok, 472 rows
tpcds q69: cedardb ok, 100 rows
tpcds q70: cedardb ok, 15 rows
tpcds q71: cedardb error, 0 rows
tpcds q72: cedardb ok, 100 rows
tpcds q73: cedardb ok, 100 rows
tpcds q74: cedardb ok, 20 rows
tpcds q75: cedardb ok, 59586 rows
tpcds q76: cedardb oom, 0 rows
tpcds q77: cedardb ok, 87 rows
tpcds q78: cedardb ok, 100 rows
tpcds q79: cedardb ok, 100 rows
tpcds q80: cedardb ok, 100 rows
tpcds q81: cedardb ok, 100 rows
tpcds q82: cedardb ok, 100 rows
tpcds q83: cedardb ok, 100 rows
tpcds q84: cedardb ok, 100 rows
tpcds q85: cedardb ok, 100 rows
tpcds q86: cedardb ok, 14 rows
tpcds q87: cedardb ok, 100 rows
tpcds q88: cedardb ok, 100 rows
tpcds q89: cedardb ok, 52 rows
tpcds q90: cedardb ok, 100 rows
tpcds q91: cedardb ok, 1 rows
tpcds q92: cedardb ok, 1 rows
tpcds q93: cedardb ok, 100 rows
tpcds q94: cedardb ok, 1 rows
tpcds q95: cedardb ok, 30 rows
tpcds q96: cedardb ok, 1 rows
tpcds q97: cedardb ok, 100 rows
tpcds q98: cedardb ok, 1 rows
tpcds q99: cedardb ok, 1 rows
tpcds q100: cedardb ok, 1 rows
tpcds q101: cedardb ok, 1 rows
tpcds q102: cedardb ok, 30579 rows
tpcds q103: cedardb ok, 100 rows
=== job: not loaded; no results dumped ===
